show_id,type,title,country,released year,rating,listed_in,
s2419,Movie,Before the Summer Crowds,Egypt,5-Jun-20,TV-14,"Dramas, International Movies",
s2420,Movie,Big Stone Gap,United States,5-Jun-20,PG-13,"Comedies, Romantic Movies",
s2421,Movie,Choked: Paisa Bolta Hai,India,5-Jun-20,TV-14,"Dramas, International Movies",
s2422,Movie,Merry Men 2: Another Mission,Nigeria,5-Jun-20,TV-MA,"Comedies, International Movies",
s2423,TV Show,Queer Eye,United States,5-Jun-20,TV-14,Reality TV,
s2424,TV Show,Supernatural,"United States, Canada",5-Jun-20,TV-14,"Classic & Cult TV, TV Action & Adventure, TV Horror",
s2425,Movie,The Last Days of American Crime,United States,5-Jun-20,TV-MA,"Action & Adventure, Dramas, Independent Movies",
s2426,Movie,The Light of My Eyes,,5-Jun-20,TV-MA,"Dramas, International Movies, Romantic Movies",
s2427,TV Show,BAKI,Japan,4-Jun-20,TV-MA,"Anime Series, International TV Shows",
s2428,Movie,Hot Sweet Sour,Turkey,4-Jun-20,TV-14,"Dramas, International Movies, Romantic Movies",
s2429,Movie,Overnight Republic,Turkey,4-Jun-20,TV-MA,"Comedies, International Movies",
s2430,Movie,Can’t Complain,Egypt,3-Jun-20,TV-MA,"Comedies, International Movies, Romantic Movies",
s2431,Movie,Lady Bird,United States,3-Jun-20,R,"Comedies, Dramas, Independent Movies",
s2432,Movie,Spelling the Dream,United States,3-Jun-20,TV-G,"Children & Family Movies, Documentaries",
s2433,TV Show,Alone,,2-Jun-20,TV-14,Reality TV,
s2434,Movie,Andaleeb El Dokki,Egypt,2-Jun-20,TV-14,"Comedies, International Movies",
s2435,Movie,Let's Dance,Egypt,2-Jun-20,TV-14,"Comedies, Dramas, International Movies",
s2436,Movie,Life's Speed Bump,Egypt,2-Jun-20,TV-14,"Comedies, International Movies",
s2437,Movie,Mr. Romantic,,2-Jun-20,TV-14,"Comedies, International Movies, Romantic Movies",
s2438,Movie,My Horrible Grandma,Egypt,2-Jun-20,TV-MA,"Comedies, Dramas, International Movies",
s2439,Movie,Sorry To Disturb,Egypt,2-Jun-20,TV-14,"Dramas, International Movies",
s2440,Movie,The Student Cop,Egypt,2-Jun-20,TV-14,"Action & Adventure, Comedies, International Movies",
s2441,Movie,True: Rainbow Rescue,Canada,2-Jun-20,TV-Y,Children & Family Movies,
s2442,Movie,What's Up?,"Saudi Arabia, United Arab Emirates",2-Jun-20,TV-PG,"Comedies, Dramas, International Movies",
s2443,Movie,X Large,Egypt,2-Jun-20,TV-14,"Comedies, International Movies, Romantic Movies",
s2444,Movie,122,Egypt,1-Jun-20,TV-MA,"Horror Movies, International Movies",
s2445,TV Show,Cardcaptor Sakura,Japan,1-Jun-20,TV-Y7,"Anime Series, International TV Shows",
s2446,Movie,Chippa,India,1-Jun-20,TV-14,"Comedies, Dramas, Independent Movies",
s2447,Movie,Cook Off,Zimbabwe,1-Jun-20,TV-G,"Comedies, International Movies, Romantic Movies",
s2448,TV Show,Dear My Friends,South Korea,1-Jun-20,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",
s2449,Movie,Kalek Shanab,United Arab Emirates,1-Jun-20,TV-PG,"Comedies, International Movies",
s2450,TV Show,Megalobox,Japan,1-Jun-20,TV-MA,"Anime Series, International TV Shows",
s2451,TV Show,Midnight Diner,Japan,1-Jun-20,TV-MA,"International TV Shows, TV Dramas",
s2452,Movie,Mirai,"Japan, United States",1-Jun-20,PG,"Action & Adventure, Anime Features, Children & Family Movies",
s2453,TV Show,My Shy Boss,South Korea,1-Jun-20,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",
s2454,TV Show,Revolutionary Love,South Korea,1-Jun-20,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",
s2455,Movie,The Disaster Artist,United States,1-Jun-20,R,"Comedies, Dramas",
s2456,Movie,The Stolen,"United Kingdom, Germany, United Arab Emirates, New Zealand",1-Jun-20,TV-14,Dramas,
s2457,Movie,High Strung Free Dance,"Romania, United States",31-May-20,TV-14,"Dramas, Music & Musicals, Romantic Movies",
s2458,Movie,Freej Al Taibeen,United Arab Emirates,29-May-20,TV-PG,"Comedies, Dramas, International Movies",
s2459,Movie,Kenny Sebastian: The Most Interesting Person in the Room,India,29-May-20,TV-MA,Stand-Up Comedy,
s2460,TV Show,Space Force,United States,29-May-20,TV-MA,TV Comedies,
s2461,Movie,The Other,"France, Egypt",29-May-20,TV-MA,"Dramas, International Movies, Romantic Movies",
s2462,TV Show,"Can't Cope, Won't Cope",Ireland,28-May-20,TV-MA,"TV Comedies, TV Dramas",
s2463,TV Show,Dorohedoro,Japan,28-May-20,TV-MA,"Anime Series, International TV Shows",
s2464,Movie,Grandmother's Farm,United Arab Emirates,28-May-20,TV-14,"Comedies, Horror Movies, International Movies",
s2465,Movie,Grandmother's Farm Part 2,United Arab Emirates,28-May-20,TV-14,"Comedies, Horror Movies, International Movies",
s2466,Movie,Intuition,Argentina,28-May-20,TV-MA,"Dramas, International Movies, Thrillers",
s2467,TV Show,Mako Mermaids: An H2O Adventure,Australia,28-May-20,TV-G,"Kids' TV, TV Comedies",
s2468,Movie,I'm No Longer Here,"Mexico, United States",27-May-20,TV-MA,"Dramas, Independent Movies, International Movies",
s2469,Movie,Hannah Gadsby: Douglas,Australia,26-May-20,TV-MA,Stand-Up Comedy,
s2470,Movie,Ne Zha,China,25-May-20,TV-14,"Action & Adventure, Comedies, International Movies",
s2471,TV Show,Supergirl,United States,25-May-20,TV-14,"TV Action & Adventure, TV Sci-Fi & Fantasy",
s2472,Movie,Uncut Gems,United States,25-May-20,R,"Dramas, Thrillers",
s2473,TV Show,Betaal,India,24-May-20,TV-MA,"International TV Shows, TV Action & Adventure, TV Horror",
s2474,TV Show,Dynasty,United States,23-May-20,TV-14,TV Dramas,
s2475,Movie,One Day We'll Talk About Today,Indonesia,23-May-20,TV-G,"Dramas, International Movies",
s2476,Movie,Si Doel the Movie 3,Indonesia,23-May-20,TV-G,"Dramas, International Movies, Music & Musicals",
s2477,TV Show,History 101,United Kingdom,22-May-20,TV-14,"British TV Shows, Docuseries, International TV Shows",
s2478,Movie,Living in Bondage: Breaking Free,Nigeria,22-May-20,TV-MA,"Horror Movies, International Movies, Thrillers",
s2479,Movie,Modest Heroes: Ponoc Short Films Theatre,Japan,22-May-20,PG,"Anime Features, Children & Family Movies",
s2480,Movie,The Lovebirds,United States,22-May-20,R,"Action & Adventure, Comedies, Romantic Movies",
s2481,TV Show,Trailer Park Boys: The Animated Series,Canada,22-May-20,TV-MA,TV Comedies,
s2482,Movie,#FriendButMarried,Indonesia,21-May-20,TV-G,"Dramas, International Movies, Romantic Movies",
s2483,Movie,Bye Bye London,Kuwait,21-May-20,TV-14,"Comedies, Dramas, International Movies",
s2484,Movie,Fifty Year Old Teenager,,21-May-20,TV-14,"Comedies, International Movies",
s2485,Movie,Lock Your Girls In,,21-May-20,TV-PG,"Comedies, International Movies, Romantic Movies",
s2486,Movie,Mujeres arriba,Chile,21-May-20,TV-14,"Comedies, International Movies, Romantic Movies",
s2487,TV Show,Mystic Pop-up Bar,South Korea,21-May-20,TV-MA,"International TV Shows, Korean TV Shows, TV Comedies",
s2488,Movie,No Longer kids,Egypt,21-May-20,TV-14,"Comedies, Dramas, International Movies",
s2489,Movie,Raya and Sakina,,21-May-20,TV-14,"Comedies, Dramas, International Movies",
s2490,Movie,Sayed the Servant,,21-May-20,TV-14,"Comedies, International Movies",
s2491,Movie,The Married Couples,Egypt,21-May-20,TV-14,"Comedies, International Movies, Romantic Movies",
s2492,Movie,The School of Mischief,Egypt,21-May-20,TV-14,"Comedies, Dramas, International Movies",
s2493,Movie,The Witness Who Didn't See Anything,Egypt,21-May-20,TV-PG,"Comedies, International Movies",
s2494,Movie,Anchor Baby,"Canada, Nigeria",20-May-20,TV-MA,"Dramas, International Movies",
s2495,Movie,Ben Platt Live from Radio City Music Hall,United States,20-May-20,TV-PG,Music & Musicals,
s2496,TV Show,Especial 20 años Fútbol de Primera,,20-May-20,TV-14,"Docuseries, International TV Shows, Spanish-Language TV Shows",
s2497,Movie,Honeytrap,United Kingdom,20-May-20,TV-MA,"Dramas, Independent Movies",
s2498,Movie,I Will Follow,United States,20-May-20,TV-14,"Dramas, Independent Movies, Romantic Movies",
s2499,Movie,Mutiny of the Worker Bees,Mexico,20-May-20,TV-MA,"Comedies, International Movies",
s2500,TV Show,The Queen and the Conqueror,Colombia,20-May-20,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",
s2501,Movie,What Are the Odds?,India,20-May-20,TV-MA,"Comedies, Dramas, Independent Movies",
s2502,Movie,Either Me Or My Auntie,Egypt,19-May-20,TV-PG,"Comedies, International Movies",
s2503,Movie,Escaping Tel Aviv,Egypt,19-May-20,TV-14,"Action & Adventure, International Movies",
s2504,Movie,Game Over,Egypt,19-May-20,TV-14,"Comedies, International Movies, Romantic Movies",
s2505,Movie,Karkar,Egypt,19-May-20,TV-14,"Comedies, International Movies",
s2506,Movie,My Sleeping Lover,Egypt,19-May-20,TV-PG,"Comedies, International Movies",
s2507,Movie,Omar & Salma 2,Egypt,19-May-20,TV-14,"Comedies, International Movies",
s2508,TV Show,Patton Oswalt: I Love Everything,United States,19-May-20,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",
s2509,TV Show,Sweet Magnolias,United States,19-May-20,TV-14,"Romantic TV Shows, TV Dramas",
s2510,Movie,Tarek's Situation,Egypt,19-May-20,TV-14,"Comedies, International Movies, Romantic Movies",
s2511,Movie,The Beach Loafer,Egypt,19-May-20,TV-14,"Comedies, International Movies",
s2512,Movie,Wadjda,"Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, United States",19-May-20,PG,"Dramas, Independent Movies, International Movies",
s2513,Movie,Zaki Chan,Egypt,19-May-20,TV-PG,"Comedies, International Movies, Romantic Movies",
s2514,Movie,Light in the Dark,Nigeria,18-May-20,TV-14,"Dramas, International Movies",
s2515,TV Show,The Big Flower Fight,United Kingdom,18-May-20,TV-PG,"British TV Shows, International TV Shows, Reality TV",
s2516,TV Show,Patriot Act with Hasan Minhaj,United States,17-May-20,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",
s2517,Movie,The End,Kuwait,17-May-20,TV-MA,"Action & Adventure, Comedies, International Movies",
s2518,TV Show,Boys Over Flowers,South Korea,16-May-20,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",
s2519,TV Show,Iris,South Korea,16-May-20,TV-14,"International TV Shows, Korean TV Shows, TV Action & Adventure",
s2520,TV Show,Avatar: The Last Airbender,United States,15-May-20,TV-Y7,"Classic & Cult TV, Kids' TV, TV Action & Adventure",
s2521,Movie,Heaven Without People,Lebanon,15-May-20,TV-MA,"Dramas, International Movies",
s2522,Movie,"I love you, stupid",Spain,15-May-20,TV-MA,"Comedies, International Movies, Romantic Movies",
s2523,TV Show,Inhuman Resources,France,15-May-20,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s2524,TV Show,Madam Secretary,United States,15-May-20,TV-PG,TV Dramas,
s2525,TV Show,Magic for Humans,United States,15-May-20,TV-14,"Reality TV, TV Comedies",
s2526,TV Show,Parasyte: The Maxim,Japan,15-May-20,TV-MA,"Anime Series, International TV Shows, TV Horror",
s2527,TV Show,She-Ra and the Princesses of Power,United States,15-May-20,TV-Y7,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",
s2528,TV Show,Sleepless Society: Two Pillows & A Lost Soul,Thailand,15-May-20,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s2529,TV Show,Strangers from Hell,South Korea,15-May-20,TV-MA,"International TV Shows, Korean TV Shows, TV Horror",
s2530,TV Show,The Wiggles,Australia,15-May-20,TV-Y,Kids' TV,
s2531,TV Show,White Lines,"United Kingdom, Spain",15-May-20,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",
s2532,Movie,Dilan 1990,Indonesia,14-May-20,TV-14,"Dramas, International Movies, Romantic Movies",
s2533,Movie,Dilan 1991,Indonesia,14-May-20,TV-14,"Dramas, International Movies, Romantic Movies",
s2534,Movie,Fan of Amoory,United Arab Emirates,14-May-20,TV-G,"Children & Family Movies, Dramas, International Movies",
s2535,Movie,Malang,India,14-May-20,TV-MA,"Action & Adventure, International Movies, Romantic Movies",
s2536,Movie,Match,,14-May-20,TV-14,"Dramas, International Movies",
s2537,Movie,Rencor tatuado,Mexico,14-May-20,TV-MA,"Dramas, Independent Movies, International Movies",
s2538,Movie,The Delivery Boy,Nigeria,14-May-20,TV-14,"International Movies, Thrillers",
s2539,Movie,Wedy Atkalam,Kuwait,14-May-20,TV-PG,"Comedies, Dramas, International Movies",
s2540,Movie,Fire in the Blood,India,13-May-20,TV-14,"Documentaries, International Movies",
s2541,Movie,The Wrong Missy,United States,13-May-20,TV-MA,"Comedies, Romantic Movies",
s2542,Movie,Ali & Alia,United Arab Emirates,12-May-20,TV-14,"Dramas, International Movies, Romantic Movies",
s2543,TV Show,True: Terrific Tales,Canada,12-May-20,TV-Y,Kids' TV,
s2544,Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,United States,12-May-20,TV-14,Comedies,
s2545,Movie,Action Replayy,India,11-May-20,TV-PG,"Children & Family Movies, Comedies, International Movies",
s2546,Movie,Andaz Apna Apna,India,11-May-20,TV-14,"Action & Adventure, Comedies, Cult Movies",
s2547,TV Show,Bordertown,"Finland, France",11-May-20,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s2548,Movie,Have a Good Trip: Adventures in Psychedelics,United States,11-May-20,TV-MA,Documentaries,
s2549,TV Show,Trial By Media,United States,11-May-20,TV-MA,"Crime TV Shows, Docuseries",
s2550,Movie,John Henry,United States,9-May-20,R,"Dramas, Thrillers",
s2551,Movie,18 Presents,Italy,8-May-20,TV-MA,"Dramas, Independent Movies, International Movies",
s2552,TV Show,Dead to Me,United States,8-May-20,TV-MA,"TV Comedies, TV Dramas",
s2553,TV Show,Restaurants on the Edge,Canada,8-May-20,TV-14,"International TV Shows, Reality TV",
s2554,TV Show,The Eddy,"United Kingdom, Germany, United States, France",8-May-20,TV-MA,"International TV Shows, TV Dramas",
s2555,TV Show,The Hollow,Canada,8-May-20,TV-Y7,"Kids' TV, TV Thrillers",
s2556,Movie,Aerials,United Arab Emirates,7-May-20,TV-14,"International Movies, Sci-Fi & Fantasy",
s2557,Movie,In Paradox,Kuwait,7-May-20,TV-14,"International Movies, Sci-Fi & Fantasy, Thrillers",
s2558,TV Show,Scissor Seven,China,7-May-20,TV-MA,"International TV Shows, TV Action & Adventure, TV Comedies",
s2559,Movie,Si Doel the Movie,Indonesia,7-May-20,TV-PG,"Dramas, International Movies",
s2560,Movie,Becoming,United States,6-May-20,PG,Documentaries,
s2561,Movie,"Sí, Mi Amor",,6-May-20,TV-MA,"Comedies, International Movies, Romantic Movies",
s2562,Movie,Jerry Seinfeld: 23 Hours To Kill,United States,5-May-20,TV-PG,Stand-Up Comedy,
s2563,Movie,Arctic Dogs,"India, United Kingdom, China, Canada, Japan, South Korea, United States",4-May-20,PG,"Children & Family Movies, Comedies",
s2564,Movie,Luccas Neto em: Acampamento de Férias 2,Brazil,4-May-20,TV-G,"Children & Family Movies, Comedies, Music & Musicals",
s2565,Movie,One Day: Justice Delivered,India,3-May-20,TV-14,"Dramas, International Movies",
s2566,TV Show,Almost Happy,Argentina,2-May-20,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",
s2567,Movie,Bennett's War,United States,2-May-20,PG-13,"Dramas, Sports Movies",
s2568,Movie,Death Can Wait,Colombia,2-May-20,TV-14,"Comedies, International Movies",
s2569,TV Show,Hangar 1: The UFO Files,,2-May-20,TV-PG,Docuseries,
s2570,TV Show,Hoarders,,2-May-20,TV-PG,Reality TV,
s2571,Movie,Lady Driver,United States,2-May-20,PG,"Dramas, Sports Movies",
s2572,Movie,Mike Birbiglia: My Girlfriend's Boyfriend,United States,2-May-20,TV-14,Stand-Up Comedy,
s2573,Movie,Roped,United States,2-May-20,PG,"Children & Family Movies, Dramas, Romantic Movies",
s2574,Movie,The Stand at Paxton County,United States,2-May-20,R,"Dramas, Independent Movies, Thrillers",
s2575,TV Show,The Universe: Ancient Mysteries Solved,,2-May-20,TV-PG,"Docuseries, Science & Nature TV",
s2576,TV Show,WWII in HD,United States,2-May-20,TV-14,Docuseries,
s2577,Movie,All Day and a Night,United States,1-May-20,R,"Dramas, Independent Movies",
s2578,Movie,Cracked Up: The Darrell Hammond Story,United States,1-May-20,TV-MA,Documentaries,
s2579,Movie,Get In,"France, Belgium",1-May-20,TV-MA,"International Movies, Thrillers",
s2580,Movie,Go! Go! Cory Carson: The Chrissy,United States,1-May-20,TV-Y,Children & Family Movies,
s2581,TV Show,Hollywood,United States,1-May-20,TV-MA,TV Dramas,
s2582,Movie,I Am Divine,United States,1-May-20,TV-MA,"Documentaries, LGBTQ Movies",
s2583,Movie,Madagascar: Escape 2 Africa,United States,1-May-20,PG,"Children & Family Movies, Comedies",
s2584,TV Show,Masha and the Bear,Russia,1-May-20,TV-Y,Kids' TV,
s2585,Movie,Material,South Africa,1-May-20,TV-14,"Comedies, Dramas, International Movies",
s2586,TV Show,Medici: Masters of Florence,"Italy, United Kingdom, France",1-May-20,TV-MA,"International TV Shows, TV Dramas",
s2587,TV Show,Monthly Girls' Nozaki Kun,Japan,1-May-20,TV-PG,"Anime Series, Romantic TV Shows",
s2588,Movie,Mrs. Serial Killer,India,1-May-20,TV-MA,"International Movies, Thrillers",
s2589,TV Show,Oh Yuck,Canada,1-May-20,TV-G,"Kids' TV, TV Comedies",
s2590,Movie,Psycho,India,1-May-20,TV-MA,"Horror Movies, International Movies, Thrillers",
s2591,TV Show,Reckoning,"Australia, United States",1-May-20,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",
s2592,Movie,The Half Of It,United States,1-May-20,PG-13,"Comedies, Dramas, LGBTQ Movies",
s2593,Movie,The Heartbreak Kid,United States,1-May-20,R,"Comedies, Romantic Movies",
s2594,Movie,Thomas & Friends: Marvelous Machinery: A New Arrival,,1-May-20,TV-Y,Children & Family Movies,
s2595,Movie,Thomas & Friends: Marvelous Machinery: World of Tomorrow,,1-May-20,TV-Y,Children & Family Movies,
s2596,Movie,Thomas & Friends: Thomas and the Royal Engine,,1-May-20,TV-Y,Children & Family Movies,
s2597,Movie,What a Girl Wants,"United States, United Kingdom",1-May-20,PG,"Children & Family Movies, Comedies",
s2598,Movie,Dangerous Lies,United States,30-Apr-20,TV-14,Thrillers,
s2599,TV Show,DRIFTING DRAGONS,Japan,30-Apr-20,TV-14,"Anime Series, International TV Shows",
s2600,TV Show,El señor de los Cielos,"United States, Mexico, Colombia",30-Apr-20,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",
s2601,TV Show,Good Witch,"United States, Canada",30-Apr-20,TV-PG,"TV Dramas, TV Sci-Fi & Fantasy",
s2602,Movie,Rich in Love,Brazil,30-Apr-20,TV-14,"Comedies, International Movies, Romantic Movies",
s2603,TV Show,The Forest of Love: Deep Cut,Japan,30-Apr-20,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s2604,TV Show,The Victims' Game,Taiwan,30-Apr-20,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",
s2605,Movie,A Secret Love,United States,29-Apr-20,TV-14,"Documentaries, LGBTQ Movies",
s2606,Movie,Ekşi Elmalar,Turkey,29-Apr-20,TV-PG,"Dramas, International Movies",
s2607,TV Show,Extracurricular,South Korea,29-Apr-20,TV-MA,"Crime TV Shows, International TV Shows, Korean TV Shows",
s2608,Movie,Love Is War,Nigeria,29-Apr-20,TV-14,"Comedies, Dramas, International Movies",
s2609,Movie,Murder to Mercy: The Cyntoia Brown Story,United States,29-Apr-20,TV-MA,Documentaries,
s2610,TV Show,Nadiya’s Time to Eat,United Kingdom,29-Apr-20,TV-G,"British TV Shows, International TV Shows, Reality TV",
s2611,Movie,R.K.Nagar,India,29-Apr-20,TV-14,"Action & Adventure, Comedies, Dramas",
s2612,TV Show,Tjovitjo,South Africa,29-Apr-20,TV-MA,"International TV Shows, TV Dramas",
s2613,Movie,Beynelmilel,Turkey,28-Apr-20,TV-MA,"Comedies, Dramas, International Movies",
s2614,Movie,Bir Baba Hindu,"Turkey, India",28-Apr-20,TV-MA,"Action & Adventure, Comedies, International Movies",
s2615,Movie,Boushkash,Egypt,28-Apr-20,TV-MA,"Comedies, International Movies",
s2616,Movie,Cinar Agaci,Turkey,28-Apr-20,TV-14,"Comedies, Dramas, International Movies",
s2617,Movie,Görümce,Turkey,28-Apr-20,TV-MA,"Comedies, International Movies, Music & Musicals",
